category,color,word,meaning
Key Phrases - Describe where you work,,.,period
Radio: Enjoying Work - Late Nights with Lin,,"Salut, je m'appelle Léo. Tous les jours j'utilise mon ordinateur.","Hello, my name is Léo. Every day I use my computer."
Radio: Enjoying Work - Late Nights with Lin,,Je travaille dans un bureau.,I work in an office.
Radio: Enjoying Work - Late Nights with Lin,,J’ecris des messages sur mon ordinateur.,I write messages on my computer.
Radio: Enjoying Work - Late Nights with Lin,,Aussi j'utilise mon portable pour envoyer des messages.,"Also, I use my cell phone to send messages."
Radio: Enjoying Work - Late Nights with Lin,,J'aime travailler avec mes collègues.,I like working with my colleagues.
Radio: Messaging Talk - Falstaff’s Guide to Humans,,"Bonjour,Louis. Tu écris un message?","Hello, Louis. Are you writing a message?"
Radio: Messaging Talk - Falstaff’s Guide to Humans,,"Bonjour, Léo. Oui j'écris un message sur mon portable.","Hello, Léo. Yes, I am writing a message on my mobile phone."
Radio: Messaging Talk - Falstaff’s Guide to Humans,,C'est pour le bureau?,Is it for the office?
Radio: Messaging Talk - Falstaff’s Guide to Humans,,"Oui, je travaille à la maison aujourd'hui.","Yes, I am working from home today."
Radio: Messaging Talk - Falstaff’s Guide to Humans,,Moi aussi j'utilise mon ordinateur.,I also use my computer.
Radio: Messaging Talk - Falstaff’s Guide to Humans,,Super! Tu as mon numéro de portable?,Great! Do you have my cell phone number?
Radio: Messaging Talk - Falstaff’s Guide to Humans,,"Oui, je l'ai. À bientôt, Louis.","Yes, I have it. See you soon, Louis."
Radio: Unremarkable Desk - Oscar’s Antique Roadshow,,"Bonjour, je m'appelle Louis. Voici mon bureau.","Hello, my name is Louis. Here is my office."
Radio: Unremarkable Desk - Oscar’s Antique Roadshow,,Je travaille à la maison.,I work at home.
Radio: Unremarkable Desk - Oscar’s Antique Roadshow,,J'utilise le téléphone sur mon bureau.,I use the phone on my desk.
Radio: Unremarkable Desk - Oscar’s Antique Roadshow,,Il y a aussi un ordinateur.,There is also a computer.
Radio: Unremarkable Desk - Oscar’s Antique Roadshow,,J'écris beaucoup avec mon stylo.,I write a lot with my pen.
Radio: Unremarkable Desk - Oscar’s Antique Roadshow,,Mon bureau est très chouette.,My office is very nice.
